periodo,ct,ch,bd,bnd,srv,cg,fbkf,cons,mye,x,m,pib,tiempo,lct,lch,lbd,lbnd,lsrv,lcg,lfbkf,lcons,lmye,lx,lm,lpib,cyc_ct,trend_ct,cyc_ch,trend_ch,cyc_bd,trend_bd,cyc_bnd,trend_bnd,cyc_srv,trend_srv,cyc_cg,trend_cg,cyc_fbkf,trend_fbkf,cyc_cons,trend_cons,cyc_mye,trend_mye,cyc_x,trend_x,cyc_m,trend_m,cyc_pib,trend_pib
jun.2012,29222.619,23825.699,2053.22,10305.62,11485.28,5400.1201,10605.48,6982.1099,3647.8101,12742.14,12695.58,41130.621,2012q2,10.282699,10.07852,7.6271644,9.2404451,9.3488216,8.5941763,9.2691259,8.8511066,8.2018824,9.4526701,9.4490089,10.624508,.015879296,10.266819,.01870236,10.059817,.058627415,7.5685368,.020799838,9.2196455,.0087262355,9.3400955,.0038574818,8.5903187,.023973908,9.2451525,.032976363,8.8181305,.01075809,8.191124,-.004383869,9.4570541,.038215421,9.4107933,.022523085,10.601985
sep.2012,29545.57,24195.09,2105.6599,10481.5,11621.97,5344.0498,11638.75,7082.7402,4546,12144.71,13052.24,41450.262,2012q3,10.293689,10.093905,7.6523843,9.2573671,9.3606529,8.5837393,9.3620949,8.8654165,8.4220028,9.4046488,9.4767151,10.63225,.013920716,10.279768,.020419633,10.073485,.060836811,7.5915475,.02490497,9.2324619,.0080114119,9.3526411,-.016092489,8.5998316,.10567326,9.256422,.037582017,8.8278341,.21713233,8.2048702,-.055393502,9.460042,.05732432,9.4193907,.020536933,10.611712
dic.2012,30077.17,24575.26,2175.25,10615.3,11792.74,5500.3799,11906.13,7217.6802,4676.4502,13391.66,13775.6,41696.32,2012q4,10.311522,10.109495,7.6848989,9.270052,9.3752394,8.6125727,9.3848085,8.8842888,8.4502945,9.502387,9.530654,10.638168,.019229427,10.292292,.022880012,10.086616,.071897633,7.6130013,.025178196,9.244874,.010509743,9.3647299,.0031402553,8.6094322,.11859157,9.2662172,.047559854,8.836729,.2343071,8.2159872,.039500792,9.4628859,.10401872,9.4266348,.017092871,10.621076
mar.2013,30269.131,24779.631,2252.45,10577.62,11953.92,5475.3198,11277.54,7263.6401,4025.76,12668.25,13111,42050.43,2013q1,10.317883,10.117777,7.7197738,9.2664957,9.3888149,8.6080055,9.3305683,8.8906364,8.3004694,9.4468546,9.4812069,10.646625,.013511675,10.304372,.018600767,10.099176,.086925551,7.6328483,.0096492954,9.2568464,.012475865,9.376339,-.011143529,8.6191492,.056082696,9.2744856,.045901075,8.8447351,.075999729,8.2244701,-.018672248,9.4655266,.048656933,9.4325504,.01658144,10.630043
jun.2013,30665.67,25152.381,2303.04,10731.17,12120.71,5496.8999,11490.42,7337.8901,4164.2998,13516.54,13672.59,42402.43,2013q2,10.330899,10.132708,7.7419853,9.2809076,9.4026709,8.6119394,9.3492689,8.9008064,8.3343039,9.5116692,9.5231485,10.654961,.014899678,10.316,.021553986,10.111154,.090901904,7.6510835,.012545466,9.268362,.015215178,9.3874559,-.017072523,8.6290121,.068019681,9.281249,.049001083,8.8518057,.1038456,8.2304583,.043739483,9.4679298,.085925534,9.4372234,.016363449,10.638597
sep.2013,31047.631,25456.9,2373.53,10849.47,12231.68,5574.5098,11535.66,7311,4236.2002,13413.53,13350.91,42662.871,2013q3,10.343278,10.144742,7.7721338,9.2918711,9.4117842,8.6259594,9.3531981,8.8971357,8.3514223,9.5040188,9.4993401,10.661084,.016101785,10.327176,.022197779,10.122544,.10437771,7.6677561,.012461958,9.2794094,.013711007,9.3980732,-.013085023,8.6390448,.06663353,9.2865648,.039216653,8.8579187,.11728062,8.2341413,.033970043,9.4700489,.058567241,9.440773,.014354879,10.646729
dic.2013,31333.42,25680.49,2380.1001,10955.29,12344.5,5637.0098,10895.39,7281.9199,3626.26,13131.88,12656.18,42814.539,2013q4,10.352441,10.153487,7.7748981,9.3015776,9.4209661,8.6371088,9.2960949,8.8931494,8.1959572,9.4827986,9.4459009,10.664633,.014529143,10.337912,.020129196,10.133358,.091925643,7.6829724,.011594388,9.2899828,.01277146,9.4081945,-.012150283,8.6492586,.0055641737,9.2905312,.030061947,8.8630877,-.039816156,8.2357731,.010933244,9.4718657,.0025293408,9.4433718,.010191442,10.654441
mar.2014,31433.061,25680.6,2304.5601,11072.3,12312.23,5739.9102,11104.75,7216.73,3900.02,13218.98,12625,42937.328,2014q1,10.355616,10.153491,7.7426453,9.3122015,9.4183483,8.6551991,9.3151283,8.8841572,8.2687368,9.4894094,9.4434347,10.667497,.0073892321,10.348227,.0098721739,10.143619,.04574164,7.6969037,.012113417,9.3000879,.00051630737,9.4178324,-.0044613578,8.6596603,.021839628,9.2932882,.016811438,8.8673458,.033056896,8.2356796,.016027449,9.473382,-.0017933359,9.4452276,.005752462,10.661744
jun.2014,31564.529,25836.961,2247.45,11197.37,12408.9,5712.9199,10968.77,7124.5601,3856.05,13552.9,12503.94,43282.078,2014q2,10.359789,10.159561,7.7175517,9.3234339,9.4261694,8.650486,9.3028078,8.8713036,8.2573986,9.5143557,9.4337988,10.675494,.0016394079,10.35815,.0061979271,10.153363,.0077731493,7.7097788,.013699094,9.3097343,-.00083545147,9.4270048,-.019759258,8.6702452,.007825003,9.2949829,.00055538415,8.8707485,.023235289,8.2341633,.039747551,9.4746084,-.012753803,9.4465523,.0068390747,10.668655
sep.2014,31567.17,25820.33,2112.2,11216.98,12522.89,5732.9702,10493.17,6972.3301,3532.95,12946.78,11965.8,43098.961,2014q3,10.359873,10.158917,7.6554852,9.3251839,9.4353132,8.6539888,9.2584801,8.8497047,8.1698885,9.4686022,9.3898077,10.671254,-.0078420667,10.367715,-.0037163948,10.162634,-.066369437,7.7218547,.0062420554,9.3189421,-.00042004487,9.4357328,-.027018845,8.6810074,-.037290972,9.2957706,-.02365463,8.8733597,-.06165744,8.2315464,-.0069608693,9.475563,-.057746734,9.4475546,-.0039407215,10.675195
dic.2014,31982.85,26061.949,2136.1899,11324.41,12632.93,5910.98,10829.64,7088.0298,3753.5601,13219.79,12259.17,43562.09,2014q4,10.372955,10.168232,7.666779,9.3347158,9.4440622,8.6845665,9.2900419,8.8661623,8.2304602,9.4894705,9.4140291,10.681943,-.0040021627,10.376958,-.0032451886,10.171477,-.066614904,7.7333941,.0069795749,9.3277359,.000025426552,9.4440365,-.0073629352,8.6919298,-.0057743806,9.2958164,-.0090820417,8.8752441,.0022953507,8.2281647,.013179422,9.4762907,-.034405716,9.4484348,.00055433949,10.681389
mar.2015,32135.529,26199.27,2175.1599,11438.6,12613.13,5925.29,10725.23,7210.1001,3536.6899,13117.19,12269.83,43844.148,2015q1,10.377718,10.173487,7.6848574,9.3447485,9.4424934,8.686985,9.2803545,8.8832378,8.1709461,9.481679,9.4148989,10.688396,-.0081893234,10.385907,-.0064507229,10.179937,-.059760019,7.7446175,.0085993512,9.3361492,-.0094412891,9.4519348,-.015990321,8.7029753,-.014903672,9.2952585,.0067845425,8.8764534,-.053372301,8.2243185,.0048469463,9.4768324,-.034460094,9.4493589,.0011375364,10.687259
jun.2015,32395.99,26448.49,2213.53,11447.08,12815.79,5935.1899,10667.46,7360.7998,3337.74,12873.77,11801.95,44260.012,2015q2,10.38579,10.182955,7.7023439,9.3454895,9.4584332,8.6886539,9.2749529,8.903924,8.1130495,9.4629469,9.3760204,10.697837,-.0088019501,10.394592,-.0051020547,10.188057,-.053360093,7.7557039,.0012736985,9.3442154,-.0010131696,9.459446,-.025451683,8.7141056,-.019279733,9.2942324,.026893212,8.8770304,-.10725715,8.2203064,-.014287148,9.4772339,-.074450061,9.4504709,.0050080614,10.692829
sep.2015,32539.15,26477.99,2195.99,11429.61,12883.65,6051.7798,11108.76,7496.0898,3636.4199,12602.88,12339.7,44063.352,2015q3,10.3902,10.184069,7.6943884,9.3439627,9.4637146,8.7081079,9.3154888,8.9221373,8.1987553,9.4416809,9.420577,10.693383,-.012833789,10.403033,-.011804854,10.195873,-.072407268,7.7667956,-.0080143046,9.3519773,-.0028703716,9.4665852,-.017162602,8.7252703,.0226225,9.2928667,.045111693,8.8770256,-.017640807,8.2163963,-.035867371,9.4775486,-.031314485,9.4518919,-.0047387686,10.698122
dic.2015,33081.059,26755.91,2313.8601,11582.59,12877.9,6321.2002,10849.07,7322.9302,3549.45,13038.66,12370.29,44407.648,2015q4,10.406716,10.19451,7.7466726,9.3572588,9.4632683,8.7516642,9.2918348,8.8987656,8.1745481,9.4756737,9.4230528,10.701167,-.0045327204,10.411249,-.0089120045,10.203423,-.031328045,7.7780008,-.0022153908,9.3594742,-.010095151,9.4733639,.015259723,8.7364044,.00056096929,9.2912741,.022262312,8.876503,-.038238022,8.2127857,-.0021432734,9.4778166,-.030644909,9.4536982,-.0019981479,10.703165
mar.2016,33364.211,27021.461,2355.1399,11655.84,13027.73,6338.2798,10941.07,7270.6499,3680.1699,13137.51,12342.51,44841.238,2016q1,10.415239,10.204387,7.7643552,9.3635626,9.4748354,8.7543631,9.3002787,8.8916006,8.2107143,9.4832268,9.420805,10.710883,-.0040082033,10.419248,-.0063445093,10.210732,-.025027072,7.7893825,-.0031813793,9.366744,-.0049572638,9.4797926,.0069321617,8.7474308,.010694651,9.2895842,.016042992,8.8755579,.0010488953,8.2096653,.0051669218,9.4780598,-.035140023,9.455945,.0029006565,10.707982
jun.2016,33504.762,27018.34,2248.52,11628.57,13172.49,6486.6899,10590.77,7187.9199,3428.03,12800.39,12084.27,44683.398,2016q2,10.419443,10.204271,7.7180276,9.3612204,9.4858856,8.7775078,9.2677383,8.8801575,8.1397409,9.4572306,9.3996601,10.707357,-.007591763,10.427035,-.013550496,10.217822,-.082956389,7.8009839,-.012601078,9.3738213,8.3142613e-06,9.485877,.019224707,8.7582827,-.020187525,9.2879257,.005861111,8.8742962,-.067457534,8.2071981,-.021064889,9.4782953,-.059010208,9.4586706,-.0052388809,10.712596
sep.2016,34038.109,27397.891,2296.02,11754.49,13377.75,6642.5498,10378.57,7199.2002,3220.3201,12790.68,12408.61,44960.82,2016q3,10.435236,10.218222,7.7389326,9.3719902,9.5013485,8.8012514,9.2474985,8.8817253,8.0772362,9.4564724,9.4261456,10.713547,.00062131532,10.434615,-.0064906245,10.224712,-.073901191,7.8128338,-.008749553,9.3807402,.0097295754,9.4916191,.032352965,8.768898,-.038936701,9.2864351,.0088881049,8.8728371,-.12831433,8.2055502,-.022073049,9.4785452,-.035743006,9.4618883,-.0034843381,10.717031
dic.2016,34350.57,27757.449,2469.1101,11914.01,13386.84,6591.0801,10481.93,7085.7798,3418.1001,13096.69,12587.97,44931.969,2016q4,10.444374,10.231259,7.8116131,9.3854704,9.5020275,8.7934723,9.2574081,8.8658457,8.1368399,9.4801149,9.4404964,10.712905,.0023884601,10.441986,-.00015288219,10.231412,-.013294726,7.8249078,-.0020538031,9.3875246,.0050084521,9.4970188,.014245782,8.7792263,-.027827071,9.2852354,-.0054558632,8.8713017,-.068004765,8.2048445,.0012965875,9.4788179,-.025081307,9.4655781,-.0084031168,10.721308
mar.2017,34755.371,28078.609,2584.02,12065.22,13434.2,6675.0801,10197.16,6775.8198,3432.4199,12377.96,12861.4,44644.48,2017q1,10.456089,10.242764,7.8571014,9.3980818,9.505559,8.8061361,9.2298641,8.8211155,8.1410208,9.4236727,9.4619856,10.706486,.0069420682,10.449147,.004836367,10.237927,.019965529,7.8371358,.0038872296,9.3941946,.0034736074,9.5020857,.016899161,8.789237,-.054560579,9.2844248,-.048700821,8.8698168,-.06410294,8.2051239,-.05543622,9.4791088,-.0077079958,9.4696932,-.018960383,10.725446
jun.2017,34919.719,28138.4,2556.79,12122.46,13467.12,6782.0801,10163.6,6689.8198,3479.0801,12550.82,12952.07,45239.18,2017q2,10.460807,10.24489,7.846508,9.4028149,9.5080061,8.8220396,9.2265682,8.808342,8.1545229,9.437541,9.4690113,10.719719,.0047075409,10.4561,.00062772585,10.244263,-.0029316817,7.8494396,.002045519,9.4007692,.0011775061,9.5068283,.023131154,8.7989082,-.057516899,9.2840853,-.060163073,8.8685055,-.051865257,8.2063885,-.041871618,9.479413,-.0051647611,9.4741764,-.0097401291,10.729459
sep.2017,35193.039,28321.5,2603,12179.32,13544.3,6873.5601,10111.64,6604.5498,3507.76,13277.23,12751.98,46089.078,2017q3,10.468603,10.251376,7.8644199,9.4074945,9.5137215,8.8354378,9.2214422,8.7955141,8.1627331,9.4938059,9.4534416,10.738331,.0057554441,10.462848,.00094946992,10.250426,.0026666611,7.8617535,.00022501407,9.4072695,.0024597794,9.5112619,.027207647,8.8082304,-.062821582,9.2842636,-.071946748,8.8674612,-.045865174,8.2085981,.014115452,9.4796906,-.025518779,9.47896,.0049821245,10.733349
dic.2017,35812.871,28812.02,2734.6499,12335.11,13738.84,7003.1802,10659.24,6951.6401,3707.3601,13486.35,13403.66,46408.07,2017q4,10.486063,10.268548,7.9137588,9.4202051,9.5279818,8.8541193,9.2741823,8.8467331,8.2180758,9.5094337,9.5032835,10.745229,.016662955,10.4694,.012119433,10.256429,.039749894,7.8740087,.0064877844,9.4137173,.012583434,9.515398,.036913659,8.8172054,-.010789832,9.2849722,-.020006113,8.8667393,.0063938308,8.2116823,.029556707,9.4798775,.019304955,9.4839783,.00811789,10.737111
mar.2018,36087.641,29136.369,2738.25,12486.23,13913.32,6950.8701,10817.45,7081.5601,3739.4399,13495.81,13640.29,46974.551,2018q1,10.493706,10.279742,7.9150743,9.4323816,9.5406017,8.8466225,9.2889156,8.8652496,8.2266912,9.5101347,9.5207834,10.757361,.01793783,10.475768,.01746463,10.262278,.028933974,7.8861403,.012246514,9.4201355,.021348014,9.5192537,.020766838,8.8258553,.0027333477,9.2861824,-.0011010072,8.8663502,.011152851,8.215538,.030218706,9.4799156,.031636901,9.4891462,.01661697,10.740745
jun.2018,36418.359,29413.311,2845.1299,12492.92,14072.25,7004.4302,11017.22,7020.5,3993.6799,13517.47,14329.14,47477.969,2018q2,10.502829,10.289203,7.9533639,9.4329176,9.55196,8.8542976,9.3072147,8.8565893,8.2924681,9.5117378,9.5700502,10.768021,.020855336,10.481974,.021211902,10.267991,.055257328,7.8981066,.0063682869,9.426549,.029109055,9.522851,.020073835,8.8342237,.019355142,9.2878599,-.0097038634,8.866293,.072397165,8.2200708,.031968515,9.4797697,.075657822,9.4943924,.023767246,10.744253
sep.2018,36408.801,29343.619,2741.97,12399.23,14203.52,7065.8999,10764.08,6926.48,3836.97,13589.58,14091.96,47333.871,2018q3,10.502565,10.28683,7.9164319,9.4253893,9.561245,8.8630352,9.2839699,8.8431072,8.2524385,9.5170584,9.55336,10.764981,.014516141,10.48805,.013233911,10.273596,.0065476163,7.9098845,-.007604694,9.4329939,.03501856,9.526226,.020668345,8.8423672,-.0060012881,9.2899714,-.023456935,8.8665638,.027248895,8.2251892,.037640482,9.4794178,.053695902,9.4996643,.017329209,10.747652
dic.2018,36949.539,29799.311,2792.8701,12546.86,14460.04,7150.5298,11129.47,7183.9399,3945.6499,13599.33,14210.32,47914.73,2018q4,10.517308,10.30224,7.9348249,9.4372253,9.5791445,8.8749418,9.3173513,8.8796034,8.2803688,9.5177755,9.5617237,10.777178,.023266176,10.494042,.023105834,10.279135,.013340041,7.9214849,-.0022818588,9.4395075,.049709745,9.5294352,.024587801,8.8503542,.024855146,9.2924957,.012448543,8.8671551,.049518719,8.2308502,.038912911,9.4788628,.056767046,9.5049562,.026208127,10.75097
mar.2019,37012.148,29828.289,2745.1399,12421.66,14661.48,7183.8599,11247.71,7327.8198,3919.8899,13199.01,14030.04,47734.82,2019q1,10.519001,10.303212,7.9175873,9.4271975,9.5929794,8.8795919,9.32792,8.8994331,8.273819,9.4878969,9.5489559,10.773417,.018994017,10.500007,.01855642,10.284656,-.015336601,7.9329238,-.018924806,9.4461222,.06042701,9.5325527,.021324476,8.8582678,.032509841,9.2954102,.031391289,8.868042,.036794279,8.2370243,.0097689964,9.4781275,.038657054,9.5102987,.019170221,10.754247
jun.2019,37362.711,30163.9,2797.78,12595.04,14771.08,7198.8101,11422.4,7474.7798,3947.6201,13085.89,13904.05,48364.988,2019q2,10.528428,10.314401,7.9365816,9.4410582,9.6004267,8.881671,9.3433313,8.9192896,8.2808685,9.47929,9.5399351,10.786531,.02241423,10.506014,.024177119,10.290223,-.0076434175,7.9442248,-.01181289,9.4528713,.064739637,9.5356874,.015466253,8.8662043,.044627424,9.2987041,.050080035,8.8692093,.037151631,8.2437172,.0020274932,9.4772625,.024180252,9.5157547,.028993122,10.757539
sep.2019,37229.512,29989.17,2652.1699,12585.67,14751.32,7240.3398,11421.82,7405.2598,4016.5601,13580.16,13809.77,48279.23,2019q3,10.524858,10.308592,7.8831334,9.4403143,9.5990877,8.8874235,9.3432808,8.9099455,8.2981815,9.5163651,9.5331316,10.784757,.0127132,10.512144,.012678389,10.295914,-.072269157,7.9554024,-.019459315,9.459774,.060103808,9.5389843,.01314694,8.8742762,.04089193,9.3023891,.03928351,8.8706617,.0472284,8.2509527,.040043812,9.4763212,.011718598,9.5214128,.023842491,10.760914
dic.2019,35194.422,28498.609,2394.05,12218.22,13886.35,6695.8101,11522.82,7461.8799,4060.9399,12839.56,13443.2,46364.129,2019q4,10.468643,10.25761,7.7807417,9.4106836,9.538662,8.8092375,9.3520851,8.9175625,8.3091698,9.4602861,9.5062284,10.744282,-.049850915,10.518494,-.044205729,10.301816,-.18572424,7.966466,-.056158975,9.4668427,-.003966881,9.5426292,-.073366135,8.8826036,.045580953,9.3065042,.045128062,8.8724346,.050386727,8.2587833,-.015074058,9.4753599,-.021148294,9.5273771,-.020178588,10.764461
mar.2020,36054.809,29058.619,2436.3799,12634.76,13982.25,6994.8198,11309.45,7759.4902,3567.5801,13264.95,12805.62,47350.871,2020q1,10.492796,10.27707,7.7982688,9.4442072,9.5455437,8.8529253,9.3333941,8.9566717,8.1796427,9.4928808,9.4576397,10.765341,-.032370888,10.525167,-.030959826,10.30803,-.1791106,7.9773793,-.029871361,9.4740782,-.0013015135,9.5468454,-.038389243,8.8913145,.022279507,9.3111143,.082084961,8.8745871,-.087643117,8.2672853,.0184203,9.4744606,-.076117165,9.5337572,-.0029375099,10.768278
jun.2020,29972.471,23393.539,1863.36,10877.96,10646.98,6552.2402,9250.1602,6317.2598,2946.02,13461.85,11202.18,41391.32,2020q2,10.308035,10.060215,7.5301366,9.2944937,9.2730312,8.7875624,9.1323957,8.7510405,7.9882102,9.5076151,9.323864,10.630827,-.2242001,10.532235,-.2544108,10.314626,-.45785457,7.9879913,-.18695317,9.4814472,-.2788226,9.5518541,-.11292988,8.9004927,-.18391749,9.3163128,-.12616658,8.8772068,-.28836185,8.2765722,.033921167,9.4736938,-.21678694,9.5406513,-.1416299,10.772457
sep.2020,33858.289,27178.189,3225.3101,12546.14,11447.92,6675.1299,9517.7695,5808.71,3692.3701,12414.25,11631.18,43452.59,2020q3,10.429939,10.21017,8.078784,9.4371681,9.3455629,8.8061438,9.1609154,8.6671143,8.2140236,9.4266005,9.3614445,10.679426,-.10981158,10.539751,-.11148563,10.321655,.080746502,7.9980373,-.05172611,9.4888945,-.21231191,9.5578747,-.10405185,8.9101954,-.16129205,9.3222075,-.21332037,8.880435,-.072674058,8.2866974,-.046543162,9.4731436,-.18666442,9.5481091,-.097656772,10.777083
dic.2020,36936.129,29879.561,3411.46,13610.48,12895.97,7058.8799,10488.18,6747.3101,3737.6101,12823.07,12578.93,46318.68,2020q4,10.516946,10.30493,8.1348953,9.5185957,9.4646702,8.8620415,9.2580042,8.8168993,8.226202,9.4590015,9.4397783,10.7433,-.030680684,10.547626,-.024081515,10.329011,.12792687,8.0069685,.022345101,9.4962502,-.10028385,9.5649538,-.058371469,8.920413,-.070785075,9.3287897,-.067430772,8.8843298,-.071336284,8.2975388,-.013912499,9.4729137,-.11626697,9.5560455,-.038854659,10.782155
mar.2021,38515.48,30795.711,3764.78,13478.19,13583.08,7708.23,11555.62,7080.9399,4416.8501,12592.83,14923.02,48161.852,2021q1,10.558816,10.335131,8.2334452,9.5088282,9.5165806,8.9500437,9.3549271,8.8651619,8.3931818,9.4408827,9.6106606,10.782323,.0031104533,10.555705,-.0013854568,10.336516,.21916054,8.0142851,.0055146688,9.5033131,-.05642391,9.5730047,.018976169,8.9310675,.018976877,9.3359499,-.023658641,8.8888206,.084257603,8.3089247,-.032197833,9.4730806,.046402585,9.5642576,-.0052877916,10.787611
jun.2021,39499.922,32064.189,4141.04,14316.12,13647.39,7468.0098,11077.02,7121.4102,3940.3701,13136.02,14964.17,48697.23,2021q2,10.584054,10.375495,8.328702,9.5691414,9.5213032,8.9183836,9.3126278,8.8708611,8.2790298,9.4831133,9.6134138,10.793378,.020241881,10.563812,.031517021,10.343978,.30913547,8.0195665,.059246927,9.5098944,-.060573496,9.5818768,-.023662509,8.9420462,-.030909549,9.3435373,-.022930017,8.8937912,-.041611161,8.3206406,.0094036032,9.4737101,.04094176,9.5724716,.000015029532,10.793363
sep.2021,42409.949,34792.02,4130.6099,15631.32,15066.22,7686.0898,12153.33,7616.52,4496.3799,12638.12,16105.01,50726.09,2021q3,10.655138,10.457144,8.3261805,9.657032,9.6202106,8.9471674,9.4053583,8.9380751,8.4110279,9.4444733,9.6868858,10.834196,.083365403,10.571773,.10594023,10.351204,.30364886,8.0225315,.14122355,9.5158081,.028824916,9.5913858,-.0060799867,8.9532471,.053948563,9.3514099,.038963135,8.8991117,.078500882,8.3325272,-.030374797,9.4748478,.10644411,9.5804415,.034874648,10.799321
dic.2021,43120.91,34847.23,3675.9099,15392.01,15801.1,8294.5898,12217.59,7586.02,4582.4102,12917.03,17490.98,51627.441,2021q4,10.671763,10.458729,8.2095556,9.6416035,9.6678352,9.0233583,9.4106321,8.934062,8.4299803,9.4663019,9.7694407,10.851809,.092337497,10.579426,.10070913,10.35802,.18646501,8.0230904,.12069596,9.5209074,.066526257,9.6013088,.058803145,8.9645548,.051225021,9.3594074,.029422954,8.9046392,.085585713,8.3443947,-.010246126,9.4765482,.18149391,9.5879469,.046412233,10.805396
mar.2022,42985.711,34655.98,3813.5801,15094.97,15795.15,8356.9902,12192.56,7593.5698,4554.4302,12591.8,16967.51,50985.34,2022q1,10.668623,10.453225,8.2463236,9.622117,9.6674585,9.0308533,9.4085808,8.9350567,8.4238558,9.4408007,9.7390556,10.839293,.081959903,10.586663,.088906042,10.364319,.22497958,8.0213442,.096985169,9.5251322,.056016795,9.6114416,.05500365,8.9758492,.041177936,9.367403,.024803979,8.9102526,.067750804,8.3561049,-.038042367,9.4788427,.14422226,9.5948334,.027774381,10.811519
jun.2022,42247.102,34038.469,3467.8101,14595.4,16034.16,8235.21,12258.13,7650.0698,4564.3501,13001.92,16611.891,51117.699,2022q2,10.651291,10.435246,8.1512785,9.5884619,9.682477,9.0161743,9.4139442,8.9424696,8.4260311,9.4728527,9.7178736,10.841887,.057858132,10.593432,.065188803,10.370058,.13376971,8.0175085,.059964631,9.5284977,.060856082,9.6216211,.029126856,8.9870472,.038641866,9.3753023,.026618028,8.9158516,.058457993,8.3675728,-.0089073274,9.48176,.11681222,9.6010618,.024236074,10.817651
sep.2022,41404.43,33346.891,3080.03,14345.55,15983.8,8083.4902,12496.36,7828.5298,4625.3501,12987.02,15754.91,50674.422,2022q3,10.631144,10.41472,8.0326948,9.5711946,9.6793308,8.9975786,9.4331923,8.9655304,8.4393072,9.4717054,9.6649075,10.833177,.031408601,10.599735,.039472844,10.375247,.020752193,8.0119429,.040114697,9.5310802,.047612403,9.6317186,-.00052128319,8.9981003,.050155368,9.3830366,.044180587,8.9213495,.060551018,8.3787565,-.01359684,9.485302,.058226928,9.6066809,.0094082467,10.823769
dic.2022,40962.328,32527.471,2752.79,13796.74,16049.42,8456.1602,12359.9,7762.9102,4556.3701,13180.99,15346.55,50578.07,2022q4,10.620408,10.38984,7.9203701,9.5321875,9.6834278,9.0426502,9.4222126,8.9571123,8.4242811,9.4865313,9.6386461,10.831273,.014802258,10.605606,.0099016996,10.379938,-.084716633,8.0050869,-.00080632145,9.5329933,.041783605,9.6416445,.033673871,9.008976,.031650912,9.3905621,.030434079,8.9266787,.034633186,8.3896475,-.0029361628,9.4894676,.026832368,9.6118135,.0014070633,10.829866
mar.2023,40608.898,32176.471,2769.4399,13410.32,16090.65,8483.21,12809.22,7755.75,4981.2402,13010.31,14144.09,50842.609,2023q1,10.611742,10.378991,7.9264002,9.5037794,9.6859932,9.0458441,9.4579201,8.9561901,8.5134344,9.4734974,9.5570526,10.83649,.00064101402,10.611101,-.0052183797,10.38421,-.070995137,7.9973955,-.030598201,9.5343781,.034655221,9.6513376,.026198205,9.0196457,.060056623,9.3978634,.024394846,8.9317951,.11315449,8.40028,-.020747237,9.4942446,-.05956769,9.6166201,.00054724776,10.835942
jun.2023,40469.91,32108.221,2532.8101,13485.22,16182.16,8409.7305,12644.9,7737.6699,4844.7798,12812.27,14764.76,51030.711,2023q2,10.608314,10.376867,7.8370848,9.5093498,9.6916647,9.0371447,9.4450092,8.9538555,8.4856567,9.4581585,9.5999985,10.840183,-.0079720197,10.616285,-.011275655,10.388143,-.15218489,7.9892697,-.026019981,9.5353699,.030899147,9.6607656,.0070460802,9.0300989,.040060602,9.4049482,.017177174,8.9366779,.074951358,8.4107056,-.041462731,9.4996214,-.021277707,9.6212759,-.0018142667,10.841997
sep.2023,40305.102,31929.99,2482.6499,13314.91,16231.14,8425.8604,12233.76,7838.4502,4373.21,13022.13,14460.71,51472.191,2023q3,10.604234,10.371301,7.8170819,9.4966402,9.6946869,9.0390606,9.4119549,8.9667969,8.3832521,9.4744053,9.5791903,10.848797,-.016991181,10.621225,-.020517763,10.391818,-.1639847,7.9810667,-.03944939,9.5360899,.02477248,9.6699142,-.0012803742,9.0403414,.00009367946,9.4118614,.02547672,8.9413204,-.037796114,8.4210482,-.031166285,9.5055714,-.046729941,9.6259203,.00076528598,10.848032
dic.2023,40675.199,32116.539,2571.0801,13434.83,16205.41,8616.4004,11992.59,7751.3701,4226.8901,13294.41,14350.16,51599.301,2023q4,10.613374,10.377127,7.8520813,9.5056057,9.6931,9.0614223,9.3920441,8.9556246,8.3492222,9.4950991,9.571516,10.851263,-.012605691,10.625979,-.018182008,10.395308,-.12096671,7.9730482,-.031034268,9.5366402,.014308628,9.678791,.011038424,9.0503836,-.026626125,9.4186707,.0099004498,8.9457245,-.082257159,8.4314795,-.016945053,9.512044,-.059161797,9.6306782,-.0027806088,10.854044
mar.2024,41157.422,32399.961,2586.96,13475.66,16438.289,8818.5898,12162.28,7828.5,4301.3198,13407.92,14321.03,52291.359,2024q1,10.625159,10.385913,7.8582387,9.5086403,9.7073689,9.0846176,9.4060946,8.9655266,8.3666773,9.5036011,9.5694847,10.864587,-.0054396889,10.630599,-.012760612,10.398673,-.10713438,7.965373,-.028458947,9.5370989,.019950211,9.6874189,.024380071,9.0602379,-.019350136,9.4254446,.015616967,8.9499092,-.075468525,8.4421453,-.015366758,9.5189676,-.066160686,9.6356459,.0045534135,10.860033
jun.2024,40838.289,32192.301,2639.24,13428.04,16224.1,8704.7305,12127.87,7709.8901,4381.46,13696.68,14310.32,51919.18,2024q2,10.617375,10.379482,7.8782463,9.5051003,9.694253,9.0716219,9.4032612,8.9502592,8.3851376,9.524909,9.5687361,10.857444,-.01774998,10.635125,-.022479083,10.401961,-.079879202,7.9581256,-.032426085,9.5375261,-.0015745375,9.6958275,.0017030739,9.0699186,-.028975939,9.4322367,-.0036429313,8.9539022,-.068005845,8.4531431,-.001352065,9.5262613,-.07214611,9.6408825,-.0085548982,10.865998
